,Currency,Exchange,day,month,year
797,AUD,1.2984,9,6,2015
798,EUR,0.889,9,6,2015
799,GBP,0.6537,9,6,2015
800,USD,1.0,10,6,2015
801,CAD,1.2236,10,6,2015
802,AUD,1.2919,10,6,2015
803,EUR,0.8866,10,6,2015
804,GBP,0.6458,10,6,2015
805,USD,1.0,11,6,2015
806,CAD,1.2321,11,6,2015
807,AUD,1.2939,11,6,2015
808,EUR,0.8903,11,6,2015
809,GBP,0.6469,11,6,2015
810,USD,1.0,12,6,2015
811,CAD,1.2303,12,6,2015
812,AUD,1.2977,12,6,2015
813,EUR,0.8913,12,6,2015
814,GBP,0.6457,12,6,2015
815,USD,1.0,13,6,2015
816,CAD,1.2303,13,6,2015
817,AUD,1.2977,13,6,2015
818,EUR,0.8913,13,6,2015
819,GBP,0.6457,13,6,2015
820,USD,1.0,14,6,2015
821,CAD,1.2303,14,6,2015
822,AUD,1.2977,14,6,2015
823,EUR,0.8913,14,6,2015
824,GBP,0.6457,14,6,2015
825,USD,1.0,15,6,2015
826,CAD,1.2342,15,6,2015
827,AUD,1.2895,15,6,2015
828,EUR,0.8914,15,6,2015
829,GBP,0.6449,15,6,2015
830,USD,1.0,16,6,2015
831,CAD,1.2343,16,6,2015
832,AUD,1.2913,16,6,2015
833,EUR,0.8917,16,6,2015
834,GBP,0.6404,16,6,2015
835,USD,1.0,17,6,2015
836,CAD,1.2312,17,6,2015
837,AUD,1.3028,17,6,2015
838,EUR,0.8866,17,6,2015
839,GBP,0.6357,17,6,2015
840,USD,1.0,18,6,2015
841,CAD,1.216,18,6,2015
842,AUD,1.2776,18,6,2015
843,EUR,0.8769,18,6,2015
844,GBP,0.6285,18,6,2015
845,USD,1.0,19,6,2015
846,CAD,1.2271,19,6,2015
847,AUD,1.2914,19,6,2015
848,EUR,0.885,19,6,2015
849,GBP,0.6314,19,6,2015
850,USD,1.0,20,6,2015
851,CAD,1.2271,20,6,2015
852,AUD,1.2914,20,6,2015
853,EUR,0.885,20,6,2015
854,GBP,0.6314,20,6,2015
855,USD,1.0,21,6,2015
856,CAD,1.2271,21,6,2015
857,AUD,1.2914,21,6,2015
858,EUR,0.885,21,6,2015
859,GBP,0.6314,21,6,2015
860,USD,1.0,22,6,2015
861,CAD,1.2234,22,6,2015
862,AUD,1.2883,22,6,2015
863,EUR,0.8814,22,6,2015
864,GBP,0.6319,22,6,2015
865,USD,1.0,23,6,2015
866,CAD,1.2339,23,6,2015
867,AUD,1.2976,23,6,2015
868,EUR,0.8925,23,6,2015
869,GBP,0.6338,23,6,2015
870,USD,1.0,24,6,2015
871,CAD,1.2301,24,6,2015
872,AUD,1.2907,24,6,2015
873,EUR,0.8918,24,6,2015
874,GBP,0.6348,24,6,2015
875,USD,1.0,25,6,2015
876,CAD,1.2384,25,6,2015
877,AUD,1.2919,25,6,2015
878,EUR,0.8924,25,6,2015
879,GBP,0.6359,25,6,2015
880,USD,1.0,26,6,2015
881,CAD,1.2365,26,6,2015
882,AUD,1.3061,26,6,2015
883,EUR,0.8927,26,6,2015
884,GBP,0.6359,26,6,2015
885,USD,1.0,27,6,2015
886,CAD,1.2365,27,6,2015
887,AUD,1.3061,27,6,2015
888,EUR,0.8927,27,6,2015
889,GBP,0.6359,27,6,2015
890,USD,1.0,28,6,2015
891,CAD,1.2365,28,6,2015
892,AUD,1.3061,28,6,2015
893,EUR,0.8927,28,6,2015
894,GBP,0.6359,28,6,2015
895,USD,1.0,29,6,2015
896,CAD,1.2374,29,6,2015
897,AUD,1.3048,29,6,2015
898,EUR,0.8982,29,6,2015
899,GBP,0.6364,29,6,2015
900,USD,1.0,30,6,2015
901,CAD,1.2368,30,6,2015
902,AUD,1.3004,30,6,2015
903,EUR,0.8937,30,6,2015
904,GBP,0.6358,30,6,2015
905,USD,1.0,1,7,2015
906,CAD,1.2524,1,7,2015
907,AUD,1.3025,1,7,2015
908,EUR,0.9009,1,7,2015
909,GBP,0.6388,1,7,2015
910,USD,1.0,2,7,2015
911,CAD,1.2618,2,7,2015
912,AUD,1.3169,2,7,2015
913,EUR,0.9037,2,7,2015
914,GBP,0.6419,2,7,2015
915,USD,1.0,3,7,2015
916,CAD,1.2582,3,7,2015
917,AUD,1.329,3,7,2015
918,EUR,0.9012,3,7,2015
919,GBP,0.6401,3,7,2015
920,USD,1.0,4,7,2015
921,CAD,1.2582,4,7,2015
922,AUD,1.329,4,7,2015
923,EUR,0.9012,4,7,2015
924,GBP,0.6401,4,7,2015
925,USD,1.0,5,7,2015
926,CAD,1.2582,5,7,2015
927,AUD,1.329,5,7,2015
928,EUR,0.9012,5,7,2015
929,GBP,0.6401,5,7,2015
930,USD,1.0,6,7,2015
931,CAD,1.264,6,7,2015
932,AUD,1.3343,6,7,2015
933,EUR,0.9084,6,7,2015
934,GBP,0.6432,6,7,2015
935,USD,1.0,7,7,2015
936,CAD,1.2739,7,7,2015
937,AUD,1.3468,7,7,2015
938,EUR,0.9148,7,7,2015
939,GBP,0.6474,7,7,2015
940,USD,1.0,8,7,2015
941,CAD,1.2743,8,7,2015
942,AUD,1.3485,8,7,2015
943,EUR,0.9071,8,7,2015
944,GBP,0.6507,8,7,2015
945,USD,1.0,9,7,2015
946,CAD,1.2685,9,7,2015
947,AUD,1.3403,9,7,2015
948,EUR,0.9046,9,7,2015
949,GBP,0.6492,9,7,2015
950,USD,1.0,10,7,2015
951,CAD,1.2706,10,7,2015
952,AUD,1.3388,10,7,2015
953,EUR,0.8941,10,7,2015
954,GBP,0.6444,10,7,2015
955,USD,1.0,11,7,2015
956,CAD,1.2706,11,7,2015
957,AUD,1.3388,11,7,2015
958,EUR,0.8941,11,7,2015
959,GBP,0.6444,11,7,2015
960,USD,1.0,12,7,2015
961,CAD,1.2706,12,7,2015
962,AUD,1.3388,12,7,2015
963,EUR,0.8941,12,7,2015
964,GBP,0.6444,12,7,2015
965,USD,1.0,13,7,2015
966,CAD,1.2721,13,7,2015
967,AUD,1.3462,13,7,2015
968,EUR,0.9051,13,7,2015
969,GBP,0.6439,13,7,2015
970,USD,1.0,14,7,2015
971,CAD,1.276,14,7,2015
972,AUD,1.3442,14,7,2015
973,EUR,0.9065,14,7,2015
974,GBP,0.6422,14,7,2015
975,USD,1.0,15,7,2015
976,CAD,1.2744,15,7,2015
977,AUD,1.3401,15,7,2015
978,EUR,0.9083,15,7,2015
979,GBP,0.6399,15,7,2015
980,USD,1.0,16,7,2015
981,CAD,1.2947,16,7,2015
982,AUD,1.3539,16,7,2015
983,EUR,0.9202,16,7,2015
984,GBP,0.6424,16,7,2015
985,USD,1.0,17,7,2015
986,CAD,1.2978,17,7,2015
987,AUD,1.3511,17,7,2015
988,EUR,0.9184,17,7,2015
989,GBP,0.6413,17,7,2015
990,USD,1.0,18,7,2015
991,CAD,1.2978,18,7,2015
992,AUD,1.3511,18,7,2015
993,EUR,0.9184,18,7,2015
994,GBP,0.6413,18,7,2015
995,USD,1.0,19,7,2015
996,CAD,1.2978,19,7,2015
997,AUD,1.3511,19,7,2015
998,EUR,0.9184,19,7,2015
999,GBP,0.6413,19,7,2015
1000,USD,1.0,20,7,2015
1001,CAD,1.2985,20,7,2015
1002,AUD,1.3549,20,7,2015
1003,EUR,0.9215,20,7,2015
1004,GBP,0.6424,20,7,2015
1005,USD,1.0,21,7,2015
1006,CAD,1.2992,21,7,2015
1007,AUD,1.357,21,7,2015
1008,EUR,0.9202,21,7,2015
1009,GBP,0.643,21,7,2015
1010,USD,1.0,22,7,2015
1011,CAD,1.2995,22,7,2015
1012,AUD,1.3543,22,7,2015
1013,EUR,0.9173,22,7,2015
1014,GBP,0.6404,22,7,2015
1015,USD,1.0,23,7,2015
1016,CAD,1.2975,23,7,2015
1017,AUD,1.3496,23,7,2015
1018,EUR,0.9092,23,7,2015
1019,GBP,0.6404,23,7,2015
1020,USD,1.0,24,7,2015
1021,CAD,1.3091,24,7,2015
1022,AUD,1.3765,24,7,2015
1023,EUR,0.9142,24,7,2015
1024,GBP,0.6462,24,7,2015
1025,USD,1.0,25,7,2015
1026,CAD,1.3091,25,7,2015
1027,AUD,1.3765,25,7,2015
1028,EUR,0.9142,25,7,2015
1029,GBP,0.6462,25,7,2015
1030,USD,1.0,26,7,2015
1031,CAD,1.3091,26,7,2015
1032,AUD,1.3765,26,7,2015
1033,EUR,0.9142,26,7,2015
1034,GBP,0.6462,26,7,2015
1035,USD,1.0,27,7,2015
1036,CAD,1.303,27,7,2015
1037,AUD,1.3731,27,7,2015
1038,EUR,0.9043,27,7,2015
1039,GBP,0.6445,27,7,2015
1040,USD,1.0,28,7,2015
1041,CAD,1.3014,28,7,2015
1042,AUD,1.3686,28,7,2015
1043,EUR,0.907,28,7,2015
1044,GBP,0.6416,28,7,2015
1045,USD,1.0,29,7,2015
1046,CAD,1.2955,29,7,2015
1047,AUD,1.3691,29,7,2015
1048,EUR,0.9066,29,7,2015
1049,GBP,0.6394,29,7,2015
1050,USD,1.0,30,7,2015
1051,CAD,1.298,30,7,2015
1052,AUD,1.3752,30,7,2015
1053,EUR,0.9128,30,7,2015
1054,GBP,0.6399,30,7,2015
1055,USD,1.0,31,7,2015
1056,CAD,1.3048,31,7,2015
1057,AUD,1.3805,31,7,2015
1058,EUR,0.9118,31,7,2015
1059,GBP,0.642,31,7,2015
1060,USD,1.0,1,8,2015
1061,CAD,1.3048,1,8,2015
1062,AUD,1.3805,1,8,2015
1063,EUR,0.9118,1,8,2015
1064,GBP,0.642,1,8,2015
1065,USD,1.0,2,8,2015
1066,CAD,1.3048,2,8,2015
1067,AUD,1.3805,2,8,2015
1068,EUR,0.9118,2,8,2015
1069,GBP,0.642,2,8,2015
1070,USD,1.0,3,8,2015
1071,CAD,1.3153,3,8,2015
1072,AUD,1.3762,3,8,2015
1073,EUR,0.9132,3,8,2015
1074,GBP,0.6418,3,8,2015
1075,USD,1.0,4,8,2015
1076,CAD,1.313,4,8,2015
1077,AUD,1.3516,4,8,2015
1078,EUR,0.9113,4,8,2015
1079,GBP,0.6404,4,8,2015
1080,USD,1.0,5,8,2015
1081,CAD,1.3171,5,8,2015
1082,AUD,1.3558,5,8,2015
1083,EUR,0.9189,5,8,2015
1084,GBP,0.6398,5,8,2015
1085,USD,1.0,6,8,2015
1086,CAD,1.3168,6,8,2015
1087,AUD,1.3642,6,8,2015
1088,EUR,0.9187,6,8,2015
1089,GBP,0.6444,6,8,2015
1090,USD,1.0,7,8,2015
1091,CAD,1.3082,7,8,2015
1092,AUD,1.3535,7,8,2015
1093,EUR,0.914,7,8,2015
1094,GBP,0.6445,7,8,2015
1095,USD,1.0,8,8,2015
1096,CAD,1.3082,8,8,2015
1097,AUD,1.3535,8,8,2015
1098,EUR,0.914,8,8,2015
1099,GBP,0.6445,8,8,2015
1100,USD,1.0,9,8,2015
1101,CAD,1.3082,9,8,2015
1102,AUD,1.3535,9,8,2015
1103,EUR,0.914,9,8,2015
1104,GBP,0.6445,9,8,2015
1105,USD,1.0,10,8,2015
1106,CAD,1.3131,10,8,2015
1107,AUD,1.358,10,8,2015
1108,EUR,0.9124,10,8,2015
1109,GBP,0.6452,10,8,2015
1110,USD,1.0,11,8,2015
1111,CAD,1.3075,11,8,2015
1112,AUD,1.3652,11,8,2015
1113,EUR,0.9046,11,8,2015
1114,GBP,0.6412,11,8,2015
1115,USD,1.0,12,8,2015
1116,CAD,1.2969,12,8,2015
1117,AUD,1.3562,12,8,2015
1118,EUR,0.8965,12,8,2015
1119,GBP,0.6409,12,8,2015
1120,USD,1.0,13,8,2015
1121,CAD,1.3012,13,8,2015
1122,AUD,1.3611,13,8,2015
1123,EUR,0.9002,13,8,2015
1124,GBP,0.6397,13,8,2015
1125,USD,1.0,14,8,2015
1126,CAD,1.3044,14,8,2015
1127,AUD,1.3537,14,8,2015
1128,EUR,0.8952,14,8,2015
1129,GBP,0.6396,14,8,2015
1130,USD,1.0,15,8,2015
1131,CAD,1.3044,15,8,2015
1132,AUD,1.3537,15,8,2015
1133,EUR,0.8952,15,8,2015
1134,GBP,0.6396,15,8,2015
1135,USD,1.0,16,8,2015
1136,CAD,1.3044,16,8,2015
1137,AUD,1.3537,16,8,2015
1138,EUR,0.8952,16,8,2015
1139,GBP,0.6396,16,8,2015
1140,USD,1.0,17,8,2015
1141,CAD,1.3136,17,8,2015
1142,AUD,1.36,17,8,2015
1143,EUR,0.9009,17,8,2015
1144,GBP,0.6401,17,8,2015
1145,USD,1.0,18,8,2015
1146,CAD,1.3105,18,8,2015
1147,AUD,1.3621,18,8,2015
1148,EUR,0.9042,18,8,2015
1149,GBP,0.6367,18,8,2015
1150,USD,1.0,19,8,2015
1151,CAD,1.307,19,8,2015
1152,AUD,1.3609,19,8,2015
1153,EUR,0.9057,19,8,2015
1154,GBP,0.6384,19,8,2015
1155,USD,1.0,20,8,2015
1156,CAD,1.3126,20,8,2015
1157,AUD,1.367,20,8,2015
1158,EUR,0.8942,20,8,2015
1159,GBP,0.6383,20,8,2015
1160,USD,1.0,21,8,2015
1161,CAD,1.3108,21,8,2015
1162,AUD,1.3637,21,8,2015
1163,EUR,0.8864,21,8,2015
1164,GBP,0.6381,21,8,2015
1165,USD,1.0,22,8,2015
1166,CAD,1.3108,22,8,2015
1167,AUD,1.3637,22,8,2015
1168,EUR,0.8864,22,8,2015
1169,GBP,0.6381,22,8,2015
1170,USD,1.0,23,8,2015
1171,CAD,1.3108,23,8,2015
1172,AUD,1.3637,23,8,2015
1173,EUR,0.8864,23,8,2015
1174,GBP,0.6381,23,8,2015
1175,USD,1.0,24,8,2015
1176,CAD,1.3252,24,8,2015
1177,AUD,1.3832,24,8,2015
1178,EUR,0.8698,24,8,2015
1179,GBP,0.6351,24,8,2015
1180,USD,1.0,25,8,2015
1181,CAD,1.3194,25,8,2015
1182,AUD,1.3851,25,8,2015
1183,EUR,0.8691,25,8,2015
1184,GBP,0.6336,25,8,2015
1185,USD,1.0,26,8,2015
1186,CAD,1.3265,26,8,2015
1187,AUD,1.4,26,8,2015
1188,EUR,0.877,26,8,2015
1189,GBP,0.6415,26,8,2015
1190,USD,1.0,27,8,2015
1191,CAD,1.3226,27,8,2015
1192,AUD,1.3993,27,8,2015
1193,EUR,0.8862,27,8,2015
1194,GBP,0.648,27,8,2015
1195,USD,1.0,28,8,2015
1196,CAD,1.3271,28,8,2015
1197,AUD,1.4012,28,8,2015
1198,EUR,0.8875,28,8,2015
1199,GBP,0.6497,28,8,2015
1200,USD,1.0,29,8,2015
1201,CAD,1.3271,29,8,2015
1202,AUD,1.4012,29,8,2015
1203,EUR,0.8875,29,8,2015
1204,GBP,0.6497,29,8,2015
1205,USD,1.0,30,8,2015
1206,CAD,1.3271,30,8,2015
1207,AUD,1.4012,30,8,2015
1208,EUR,0.8875,30,8,2015
1209,GBP,0.6497,30,8,2015
1210,USD,1.0,31,8,2015
1211,CAD,1.3253,31,8,2015
1212,AUD,1.4046,31,8,2015
1213,EUR,0.8917,31,8,2015
1214,GBP,0.6487,31,8,2015
1215,USD,1.0,1,9,2015
1216,CAD,1.3222,1,9,2015
1217,AUD,1.4201,1,9,2015
1218,EUR,0.89,1,9,2015
1219,GBP,0.6522,1,9,2015
1220,USD,1.0,2,9,2015
1221,CAD,1.3255,2,9,2015
1222,AUD,1.427,2,9,2015
1223,EUR,0.8885,2,9,2015
1224,GBP,0.6547,2,9,2015
1225,USD,1.0,3,9,2015
1226,CAD,1.3263,3,9,2015
1227,AUD,1.428,3,9,2015
1228,EUR,0.8906,3,9,2015
1229,GBP,0.6541,3,9,2015
1230,USD,1.0,4,9,2015
1231,CAD,1.323,4,9,2015
1232,AUD,1.4319,4,9,2015
1233,EUR,0.8978,4,9,2015
1234,GBP,0.6568,4,9,2015
1235,USD,1.0,5,9,2015
1236,CAD,1.323,5,9,2015
1237,AUD,1.4319,5,9,2015
1238,EUR,0.8978,5,9,2015
1239,GBP,0.6568,5,9,2015
1240,USD,1.0,6,9,2015
1241,CAD,1.323,6,9,2015
1242,AUD,1.4319,6,9,2015
1243,EUR,0.8978,6,9,2015
1244,GBP,0.6568,6,9,2015
1245,USD,1.0,7,9,2015
1246,CAD,1.328,7,9,2015
1247,AUD,1.4411,7,9,2015
1248,EUR,0.8972,7,9,2015
1249,GBP,0.6553,7,9,2015
1250,USD,1.0,8,9,2015
1251,CAD,1.3221,8,9,2015
1252,AUD,1.4313,8,9,2015
1253,EUR,0.8959,8,9,2015
1254,GBP,0.649,8,9,2015
1255,USD,1.0,9,9,2015
1256,CAD,1.3248,9,9,2015
1257,AUD,1.4238,9,9,2015
1258,EUR,0.8977,9,9,2015
1259,GBP,0.651,9,9,2015
1260,USD,1.0,10,9,2015
1261,CAD,1.3252,10,9,2015
1262,AUD,1.4154,10,9,2015
1263,EUR,0.8941,10,9,2015
1264,GBP,0.6496,10,9,2015
1265,USD,1.0,11,9,2015
1266,CAD,1.3263,11,9,2015
1267,AUD,1.416,11,9,2015
1268,EUR,0.8875,11,9,2015
1269,GBP,0.6484,11,9,2015
1270,USD,1.0,12,9,2015
1271,CAD,1.3263,12,9,2015
1272,AUD,1.416,12,9,2015
1273,EUR,0.8875,12,9,2015
1274,GBP,0.6484,12,9,2015
1275,USD,1.0,13,9,2015
1276,CAD,1.3263,13,9,2015
1277,AUD,1.416,13,9,2015
1278,EUR,0.8875,13,9,2015
1279,GBP,0.6484,13,9,2015
1280,USD,1.0,14,9,2015
1281,CAD,1.3253,14,9,2015
1282,AUD,1.4042,14,9,2015
1283,EUR,0.8846,14,9,2015
1284,GBP,0.6487,14,9,2015
1285,USD,1.0,15,9,2015
1286,CAD,1.3237,15,9,2015
1287,AUD,1.4033,15,9,2015
1288,EUR,0.8834,15,9,2015
1289,GBP,0.6489,15,9,2015
1290,USD,1.0,16,9,2015
1291,CAD,1.325,16,9,2015
1292,AUD,1.3962,16,9,2015
1293,EUR,0.8906,16,9,2015
1294,GBP,0.6472,16,9,2015
1295,USD,1.0,17,9,2015
1296,CAD,1.3194,17,9,2015
1297,AUD,1.3946,17,9,2015
1298,EUR,0.884,17,9,2015
1299,GBP,0.6441,17,9,2015
1300,USD,1.0,18,9,2015
1301,CAD,1.3027,18,9,2015
1302,AUD,1.3757,18,9,2015
1303,EUR,0.8757,18,9,2015
1304,GBP,0.6391,18,9,2015
1305,USD,1.0,19,9,2015
1306,CAD,1.3027,19,9,2015
1307,AUD,1.3757,19,9,2015
1308,EUR,0.8757,19,9,2015
1309,GBP,0.6391,19,9,2015
1310,USD,1.0,20,9,2015
1311,CAD,1.3027,20,9,2015
1312,AUD,1.3757,20,9,2015
1313,EUR,0.8757,20,9,2015
1314,GBP,0.6391,20,9,2015
1315,USD,1.0,21,9,2015
1316,CAD,1.3183,21,9,2015
1317,AUD,1.3949,21,9,2015
1318,EUR,0.8889,21,9,2015
1319,GBP,0.6438,21,9,2015
1320,USD,1.0,22,9,2015
1321,CAD,1.3271,22,9,2015
1322,AUD,1.4103,22,9,2015
1323,EUR,0.8965,22,9,2015
1324,GBP,0.6475,22,9,2015
1325,USD,1.0,23,9,2015
1326,CAD,1.3265,23,9,2015
1327,AUD,1.4182,23,9,2015
1328,EUR,0.8969,23,9,2015
1329,GBP,0.6544,23,9,2015
1330,USD,1.0,24,9,2015
1331,CAD,1.3379,24,9,2015
1332,AUD,1.4364,24,9,2015
1333,EUR,0.8896,24,9,2015
1334,GBP,0.6571,24,9,2015
1335,USD,1.0,25,9,2015
1336,CAD,1.3313,25,9,2015
1337,AUD,1.4254,25,9,2015
1338,EUR,0.8968,25,9,2015
1339,GBP,0.6589,25,9,2015
1340,USD,1.0,26,9,2015
1341,CAD,1.3313,26,9,2015
1342,AUD,1.4254,26,9,2015
1343,EUR,0.8968,26,9,2015
1344,GBP,0.6589,26,9,2015
1345,USD,1.0,27,9,2015
1346,CAD,1.3313,27,9,2015
1347,AUD,1.4254,27,9,2015
1348,EUR,0.8968,27,9,2015
1349,GBP,0.6589,27,9,2015
1350,USD,1.0,28,9,2015
1351,CAD,1.3358,28,9,2015
1352,AUD,1.4295,28,9,2015
1353,EUR,0.8953,28,9,2015
1354,GBP,0.6582,28,9,2015
1355,USD,1.0,29,9,2015
1356,CAD,1.3388,29,9,2015
1357,AUD,1.4289,29,9,2015
1358,EUR,0.8925,29,9,2015
1359,GBP,0.6597,29,9,2015
1360,USD,1.0,30,9,2015
1361,CAD,1.342,30,9,2015
1362,AUD,1.4227,30,9,2015
1363,EUR,0.8926,30,9,2015
1364,GBP,0.6592,30,9,2015
1365,USD,1.0,1,10,2015
1366,CAD,1.3269,1,10,2015
1367,AUD,1.4146,1,10,2015
1368,EUR,0.8966,1,10,2015
1369,GBP,0.6605,1,10,2015
1370,USD,1.0,2,10,2015
1371,CAD,1.3239,2,10,2015
1372,AUD,1.422,2,10,2015
1373,EUR,0.8961,2,10,2015
1374,GBP,0.6593,2,10,2015
1375,USD,1.0,3,10,2015
1376,CAD,1.3239,3,10,2015
1377,AUD,1.422,3,10,2015
1378,EUR,0.8961,3,10,2015
1379,GBP,0.6593,3,10,2015
1380,USD,1.0,4,10,2015
1381,CAD,1.3239,4,10,2015
1382,AUD,1.422,4,10,2015
1383,EUR,0.8961,4,10,2015
1384,GBP,0.6593,4,10,2015
1385,USD,1.0,5,10,2015
1386,CAD,1.3114,5,10,2015
1387,AUD,1.4109,5,10,2015
1388,EUR,0.89,5,10,2015
1389,GBP,0.6588,5,10,2015
1390,USD,1.0,6,10,2015
1391,CAD,1.3098,6,10,2015
1392,AUD,1.406,6,10,2015
1393,EUR,0.8909,6,10,2015
1394,GBP,0.6592,6,10,2015
1395,USD,1.0,7,10,2015
1396,CAD,1.3003,7,10,2015
1397,AUD,1.3835,7,10,2015
1398,EUR,0.8876,7,10,2015
1399,GBP,0.6531,7,10,2015
1400,USD,1.0,8,10,2015
1401,CAD,1.3047,8,10,2015
1402,AUD,1.3919,8,10,2015
1403,EUR,0.8886,8,10,2015
1404,GBP,0.6545,8,10,2015
1405,USD,1.0,9,10,2015
1406,CAD,1.2936,9,10,2015
1407,AUD,1.3644,9,10,2015
1408,EUR,0.8801,9,10,2015
1409,GBP,0.6519,9,10,2015
1410,USD,1.0,10,10,2015
1411,CAD,1.2936,10,10,2015
1412,AUD,1.3644,10,10,2015
1413,EUR,0.8801,10,10,2015
1414,GBP,0.6519,10,10,2015
1415,USD,1.0,11,10,2015
1416,CAD,1.2936,11,10,2015
1417,AUD,1.3644,11,10,2015
1418,EUR,0.8801,11,10,2015
1419,GBP,0.6519,11,10,2015
1420,USD,1.0,12,10,2015
1421,CAD,1.2927,12,10,2015
1422,AUD,1.3566,12,10,2015
1423,EUR,0.8793,12,10,2015
1424,GBP,0.6508,12,10,2015
1425,USD,1.0,13,10,2015
1426,CAD,1.3047,13,10,2015
1427,AUD,1.3702,13,10,2015
1428,EUR,0.8792,13,10,2015
1429,GBP,0.6576,13,10,2015
1430,USD,1.0,14,10,2015
1431,CAD,1.2985,14,10,2015
1432,AUD,1.3779,14,10,2015
1433,EUR,0.8764,14,10,2015
1434,GBP,0.6501,14,10,2015
1435,USD,1.0,15,10,2015
1436,CAD,1.29,15,10,2015
1437,AUD,1.3648,15,10,2015
1438,EUR,0.8742,15,10,2015
1439,GBP,0.6466,15,10,2015
1440,USD,1.0,16,10,2015
1441,CAD,1.2927,16,10,2015
1442,AUD,1.378,16,10,2015
1443,EUR,0.8803,16,10,2015
1444,GBP,0.6475,16,10,2015
1445,USD,1.0,17,10,2015
1446,CAD,1.2927,17,10,2015
1447,AUD,1.378,17,10,2015
1448,EUR,0.8803,17,10,2015
1449,GBP,0.6475,17,10,2015
1450,USD,1.0,18,10,2015
1451,CAD,1.2927,18,10,2015
1452,AUD,1.378,18,10,2015
1453,EUR,0.8803,18,10,2015
1454,GBP,0.6475,18,10,2015
1455,USD,1.0,19,10,2015
1456,CAD,1.2945,19,10,2015
1457,AUD,1.3748,19,10,2015
1458,EUR,0.8824,19,10,2015
1459,GBP,0.6456,19,10,2015
1460,USD,1.0,20,10,2015
1461,CAD,1.3003,20,10,2015
1462,AUD,1.3727,20,10,2015
1463,EUR,0.8793,20,10,2015
1464,GBP,0.6464,20,10,2015
1465,USD,1.0,21,10,2015
1466,CAD,1.3003,21,10,2015
1467,AUD,1.3834,21,10,2015
1468,EUR,0.8807,21,10,2015
1469,GBP,0.6473,21,10,2015
1470,USD,1.0,22,10,2015
1471,CAD,1.3124,22,10,2015
1472,AUD,1.3871,22,10,2015
1473,EUR,0.8839,22,10,2015
1474,GBP,0.6465,22,10,2015
1475,USD,1.0,23,10,2015
1476,CAD,1.3067,23,10,2015
1477,AUD,1.3759,23,10,2015
1478,EUR,0.9022,23,10,2015
1479,GBP,0.6492,23,10,2015
1480,USD,1.0,24,10,2015
1481,CAD,1.3067,24,10,2015
1482,AUD,1.3759,24,10,2015
1483,EUR,0.9022,24,10,2015
1484,GBP,0.6492,24,10,2015
1485,USD,1.0,25,10,2015
1486,CAD,1.3067,25,10,2015
1487,AUD,1.3759,25,10,2015
1488,EUR,0.9022,25,10,2015
1489,GBP,0.6492,25,10,2015
1490,USD,1.0,26,10,2015
1491,CAD,1.3152,26,10,2015
1492,AUD,1.3788,26,10,2015
1493,EUR,0.9082,26,10,2015
1494,GBP,0.6524,26,10,2015
1495,USD,1.0,27,10,2015
1496,CAD,1.3219,27,10,2015
1497,AUD,1.3831,27,10,2015
1498,EUR,0.9041,27,10,2015
1499,GBP,0.6522,27,10,2015
1500,USD,1.0,28,10,2015
1501,CAD,1.321,28,10,2015
1502,AUD,1.4018,28,10,2015
1503,EUR,0.9021,28,10,2015
1504,GBP,0.6539,28,10,2015
1505,USD,1.0,29,10,2015
1506,CAD,1.3185,29,10,2015
1507,AUD,1.4132,29,10,2015
1508,EUR,0.9149,29,10,2015
1509,GBP,0.6557,29,10,2015
1510,USD,1.0,30,10,2015
1511,CAD,1.3175,30,10,2015
1512,AUD,1.4109,30,10,2015
1513,EUR,0.9077,30,10,2015
1514,GBP,0.6519,30,10,2015
1515,USD,1.0,31,10,2015
1516,CAD,1.3175,31,10,2015
1517,AUD,1.4109,31,10,2015
1518,EUR,0.9077,31,10,2015
1519,GBP,0.6519,31,10,2015
1520,USD,1.0,1,11,2015
1521,CAD,1.3175,1,11,2015
1522,AUD,1.4109,1,11,2015
1523,EUR,0.9077,1,11,2015
1524,GBP,0.6519,1,11,2015
1525,USD,1.0,2,11,2015
1526,CAD,1.3098,2,11,2015
1527,AUD,1.4011,2,11,2015
1528,EUR,0.9065,2,11,2015
1529,GBP,0.6465,2,11,2015
1530,USD,1.0,3,11,2015
1531,CAD,1.3125,3,11,2015
1532,AUD,1.394,3,11,2015
1533,EUR,0.9111,3,11,2015
1534,GBP,0.6497,3,11,2015
1535,USD,1.0,4,11,2015
1536,CAD,1.307,4,11,2015
1537,AUD,1.3909,4,11,2015
1538,EUR,0.9145,4,11,2015
1539,GBP,0.6487,4,11,2015
1540,USD,1.0,5,11,2015
1541,CAD,1.3158,5,11,2015
1542,AUD,1.3997,5,11,2015
1543,EUR,0.9189,5,11,2015
1544,GBP,0.6548,5,11,2015
1545,USD,1.0,6,11,2015
1546,CAD,1.3201,6,11,2015
1547,AUD,1.3995,6,11,2015
1548,EUR,0.9205,6,11,2015
1549,GBP,0.6606,6,11,2015
1550,USD,1.0,7,11,2015
1551,CAD,1.3201,7,11,2015
1552,AUD,1.3995,7,11,2015
1553,EUR,0.9205,7,11,2015
1554,GBP,0.6606,7,11,2015
1555,USD,1.0,8,11,2015
1556,CAD,1.3201,8,11,2015
1557,AUD,1.3995,8,11,2015
1558,EUR,0.9205,8,11,2015
1559,GBP,0.6606,8,11,2015
1560,USD,1.0,9,11,2015
1561,CAD,1.3256,9,11,2015
