,Order Number,Line Item,CustomerKey,StoreKey,ProductKey,Quantity,Currency,Order day,Order month,Order year
466,466,386009,4,522652,19,2107,3,EUR,21,1,2016
467,467,386010,1,1775819,57,155,6,USD,21,1,2016
468,468,386010,2,1775819,57,1638,1,USD,21,1,2016
469,469,386010,3,1775819,57,1947,3,USD,21,1,2016
470,470,386010,4,1775819,57,125,1,USD,21,1,2016
471,471,386011,1,541598,0,54,6,EUR,21,1,2016
472,472,386011,2,541598,0,101,2,EUR,21,1,2016
473,473,386011,3,541598,0,461,3,EUR,21,1,2016
474,474,387000,1,224434,0,1729,2,CAD,22,1,2016
475,475,387000,2,224434,0,1599,3,CAD,22,1,2016
476,476,387000,3,224434,0,1622,1,CAD,22,1,2016
477,477,387000,4,224434,0,55,6,CAD,22,1,2016
478,478,387001,1,2011796,51,39,5,USD,22,1,2016
479,479,387002,1,1368025,44,429,2,USD,22,1,2016
480,480,387002,2,1368025,44,1377,6,USD,22,1,2016
481,481,387003,1,368610,8,144,5,CAD,22,1,2016
482,482,387003,2,368610,8,1251,2,CAD,22,1,2016
483,483,387003,3,368610,8,691,1,CAD,22,1,2016
484,484,387003,4,368610,8,190,1,CAD,22,1,2016
485,485,387003,5,368610,8,1656,2,CAD,22,1,2016
486,486,387003,6,368610,8,1425,4,CAD,22,1,2016
487,487,387003,7,368610,8,143,9,CAD,22,1,2016
488,488,387004,1,1307296,53,709,6,USD,22,1,2016
489,489,387004,2,1307296,53,962,1,USD,22,1,2016
490,490,387005,1,938399,36,1816,3,GBP,22,1,2016
491,491,387005,2,938399,36,982,2,GBP,22,1,2016
492,492,387005,3,938399,36,442,1,GBP,22,1,2016
493,493,387006,1,1616350,51,1576,1,USD,22,1,2016
494,494,387007,1,549936,24,1264,2,EUR,22,1,2016
495,495,387007,2,549936,24,1529,3,EUR,22,1,2016
496,496,387007,3,549936,24,1612,4,EUR,22,1,2016
497,497,388000,1,97611,5,928,6,AUD,23,1,2016
498,498,388000,2,97611,5,1045,7,AUD,23,1,2016
499,499,388000,3,97611,5,1627,6,AUD,23,1,2016
500,500,388001,1,1730210,0,1616,1,USD,23,1,2016
501,501,388002,1,962533,36,460,2,GBP,23,1,2016
502,502,388002,2,962533,36,489,2,GBP,23,1,2016
503,503,388003,1,205077,10,90,8,CAD,23,1,2016
504,504,388003,2,205077,10,945,1,CAD,23,1,2016
505,505,388004,1,776431,0,2104,1,EUR,23,1,2016
506,506,388004,2,776431,0,618,3,EUR,23,1,2016
507,507,388005,1,1893487,55,1601,4,USD,23,1,2016
508,508,388005,2,1893487,55,2388,9,USD,23,1,2016
509,509,388006,1,1098143,41,1393,3,GBP,23,1,2016
510,510,388006,2,1098143,41,1627,2,GBP,23,1,2016
511,511,388006,3,1098143,41,133,1,GBP,23,1,2016
512,512,388007,1,1112613,42,459,4,GBP,23,1,2016
513,513,388008,1,1170323,41,640,6,GBP,23,1,2016
514,514,388008,2,1170323,41,1665,2,GBP,23,1,2016
515,515,388008,3,1170323,41,665,2,GBP,23,1,2016
516,516,388008,4,1170323,41,158,1,GBP,23,1,2016
517,517,388008,5,1170323,41,96,3,GBP,23,1,2016
518,518,388009,1,930705,40,1585,3,GBP,23,1,2016
519,519,388010,1,1001228,39,827,4,GBP,23,1,2016
520,520,388010,2,1001228,39,1139,1,GBP,23,1,2016
521,521,388011,1,1702898,61,454,5,USD,23,1,2016
522,522,388011,2,1702898,61,50,1,USD,23,1,2016
523,523,388011,3,1702898,61,1653,2,USD,23,1,2016
524,524,388011,4,1702898,61,2094,1,USD,23,1,2016
525,525,388011,5,1702898,61,1692,3,USD,23,1,2016
526,526,388011,6,1702898,61,2106,7,USD,23,1,2016
527,527,388011,7,1702898,61,1211,2,USD,23,1,2016
528,528,388012,1,2086544,50,2113,1,USD,23,1,2016
529,529,388012,2,2086544,50,69,2,USD,23,1,2016
530,530,388013,1,1559552,0,1657,1,USD,23,1,2016
531,531,388014,1,1671541,57,1586,1,USD,23,1,2016
532,532,388014,2,1671541,57,1786,4,USD,23,1,2016
533,533,388014,3,1671541,57,2501,4,USD,23,1,2016
534,534,390000,1,1699570,59,1581,1,USD,25,1,2016
535,535,390000,2,1699570,59,2351,2,USD,25,1,2016
536,536,390001,1,1301552,51,189,2,USD,25,1,2016
537,537,390001,2,1301552,51,1617,7,USD,25,1,2016
538,538,390001,3,1301552,51,175,2,USD,25,1,2016
539,539,390001,4,1301552,51,186,2,USD,25,1,2016
540,540,390001,6,1301552,51,1605,1,USD,25,1,2016
541,541,390002,1,2029518,0,537,3,USD,25,1,2016
542,542,390002,2,2029518,0,1636,2,USD,25,1,2016
543,543,390002,3,2029518,0,1581,1,USD,25,1,2016
544,544,390002,4,2029518,0,1792,2,USD,25,1,2016
545,545,390002,5,2029518,0,458,1,USD,25,1,2016
546,546,390003,1,253233,10,1635,1,CAD,25,1,2016
547,547,390004,1,1321513,48,152,2,USD,25,1,2016
548,548,390005,1,549766,22,1558,3,EUR,25,1,2016
549,549,390005,2,549766,22,1594,1,EUR,25,1,2016
550,550,391000,1,881876,32,2108,1,EUR,26,1,2016
551,551,391000,2,881876,32,143,1,EUR,26,1,2016
552,552,391000,3,881876,32,1662,2,EUR,26,1,2016
553,553,391001,1,361945,0,1841,1,CAD,26,1,2016
554,554,391002,1,1201225,45,1636,1,USD,26,1,2016
555,555,391002,2,1201225,45,1325,1,USD,26,1,2016
556,556,391003,1,1427869,44,1370,1,USD,26,1,2016
557,557,391003,2,1427869,44,1280,6,USD,26,1,2016
558,558,391004,1,444160,19,1588,3,EUR,26,1,2016
559,559,391004,2,444160,19,69,6,EUR,26,1,2016
560,560,391006,1,1885990,51,1467,1,USD,26,1,2016
561,561,391006,2,1885990,51,1590,2,USD,26,1,2016
562,562,391007,1,125950,6,1705,1,AUD,26,1,2016
563,563,391007,2,125950,6,138,1,AUD,26,1,2016
564,564,392000,1,1302998,51,1613,3,USD,27,1,2016
565,565,392000,2,1302998,51,1490,1,USD,27,1,2016
566,566,392001,1,1227891,54,155,2,USD,27,1,2016
567,567,392002,1,1855347,59,430,2,USD,27,1,2016
568,568,392002,2,1855347,59,1168,1,USD,27,1,2016
569,569,392002,3,1855347,59,144,2,USD,27,1,2016
570,570,392002,4,1855347,59,2298,2,USD,27,1,2016
571,571,392003,1,1471397,0,156,8,USD,27,1,2016
572,572,392004,1,401785,0,2118,3,EUR,27,1,2016
573,573,392004,2,401785,0,1441,2,EUR,27,1,2016
574,574,392004,3,401785,0,1449,2,EUR,27,1,2016
575,575,392004,4,401785,0,1698,1,EUR,27,1,2016
576,576,392004,5,401785,0,2006,1,EUR,27,1,2016
577,577,392005,1,1458301,48,1586,1,USD,27,1,2016
578,578,392005,2,1458301,48,1050,1,USD,27,1,2016
579,579,392005,3,1458301,48,1100,6,USD,27,1,2016
580,580,392005,4,1458301,48,1607,9,USD,27,1,2016
581,581,392006,1,1310403,65,149,6,USD,27,1,2016
582,582,392006,2,1310403,65,1863,2,USD,27,1,2016
583,583,392007,1,1079159,41,84,5,GBP,27,1,2016
584,584,392007,2,1079159,41,1573,2,GBP,27,1,2016
585,585,392007,3,1079159,41,185,1,GBP,27,1,2016
586,586,392008,1,992150,39,1659,3,GBP,27,1,2016
587,587,392009,1,1724829,54,2161,3,USD,27,1,2016
588,588,392009,2,1724829,54,1387,1,USD,27,1,2016
589,589,392010,1,651767,18,1629,5,EUR,27,1,2016
590,590,392010,2,651767,18,522,1,EUR,27,1,2016
591,591,392010,3,651767,18,1668,2,EUR,27,1,2016
592,592,392010,4,651767,18,189,9,EUR,27,1,2016
593,593,392010,5,651767,18,1522,1,EUR,27,1,2016
594,594,392010,6,651767,18,455,1,EUR,27,1,2016
595,595,393001,1,530451,19,2267,7,EUR,28,1,2016
596,596,393001,2,530451,19,1228,4,EUR,28,1,2016
597,597,393001,3,530451,19,1593,1,EUR,28,1,2016
598,598,393001,4,530451,19,1157,5,EUR,28,1,2016
599,599,393002,1,792110,28,662,9,EUR,28,1,2016
600,600,393003,1,1188400,38,2000,2,GBP,28,1,2016
601,601,393003,2,1188400,38,2102,1,GBP,28,1,2016
602,602,393003,3,1188400,38,1608,9,GBP,28,1,2016
603,603,393004,1,2007813,0,415,3,USD,28,1,2016
604,604,393004,2,2007813,0,1629,1,USD,28,1,2016
605,605,393005,1,1112419,39,175,6,GBP,28,1,2016
606,606,393005,2,1112419,39,2511,2,GBP,28,1,2016
607,607,393005,3,1112419,39,1657,3,GBP,28,1,2016
608,608,393005,4,1112419,39,417,2,GBP,28,1,2016
609,609,393006,1,1765324,51,417,2,USD,28,1,2016
610,610,393006,2,1765324,51,2305,2,USD,28,1,2016
611,611,393007,1,1206405,45,1763,1,USD,28,1,2016
612,612,393007,2,1206405,45,121,1,USD,28,1,2016
613,613,393007,3,1206405,45,2387,7,USD,28,1,2016
614,614,393007,4,1206405,45,1901,3,USD,28,1,2016
615,615,393008,1,1823888,57,2038,1,USD,28,1,2016
616,616,393009,1,1765579,56,2024,1,USD,28,1,2016
617,617,393010,1,313968,0,1616,7,CAD,28,1,2016
618,618,393010,2,313968,0,1477,2,CAD,28,1,2016
619,619,394000,1,1736019,0,979,1,USD,29,1,2016
620,620,394000,2,1736019,0,113,4,USD,29,1,2016
621,621,394001,1,186894,5,1228,5,AUD,29,1,2016
622,622,394001,2,186894,5,519,8,AUD,29,1,2016
623,623,394001,3,186894,5,1652,3,AUD,29,1,2016
624,624,394002,1,452923,27,1695,1,EUR,29,1,2016
625,625,394002,2,452923,27,1688,2,EUR,29,1,2016
626,626,394003,1,431461,27,326,2,EUR,29,1,2016
627,627,394003,2,431461,27,1697,3,EUR,29,1,2016
628,628,394003,3,431461,27,654,2,EUR,29,1,2016
629,629,394004,1,602720,16,1417,2,EUR,29,1,2016
630,630,394004,2,602720,16,1138,1,EUR,29,1,2016
631,631,394004,3,602720,16,1190,2,EUR,29,1,2016
632,632,394005,1,1810401,65,174,4,USD,29,1,2016
633,633,394005,2,1810401,65,1712,6,USD,29,1,2016
634,634,394006,1,1041067,37,1802,6,GBP,29,1,2016
635,635,394007,1,1337730,63,2077,5,USD,29,1,2016
636,636,395000,1,829132,32,128,4,EUR,30,1,2016
637,637,395001,1,216550,10,2089,3,CAD,30,1,2016
638,638,395001,2,216550,10,1610,1,CAD,30,1,2016
639,639,395001,3,216550,10,1779,8,CAD,30,1,2016
640,640,395002,1,250944,8,105,3,CAD,30,1,2016
641,641,395002,2,250944,8,1621,3,CAD,30,1,2016
642,642,395003,1,1296866,54,2355,2,USD,30,1,2016
643,643,395003,2,1296866,54,1209,3,USD,30,1,2016
644,644,395003,3,1296866,54,2,9,USD,30,1,2016
645,645,395004,1,2063107,45,1291,2,USD,30,1,2016
646,646,395004,2,2063107,45,2178,2,USD,30,1,2016
647,647,395004,3,2063107,45,1986,8,USD,30,1,2016
648,648,395005,1,2082135,54,1630,5,USD,30,1,2016
649,649,395005,2,2082135,54,1589,5,USD,30,1,2016
650,650,395006,1,127193,5,697,2,AUD,30,1,2016
651,651,395006,2,127193,5,1249,1,AUD,30,1,2016
652,652,395006,3,127193,5,1990,7,AUD,30,1,2016
653,653,395006,4,127193,5,1581,1,AUD,30,1,2016
654,654,395007,1,1714451,54,1605,2,USD,30,1,2016
655,655,395007,2,1714451,54,1603,4,USD,30,1,2016
656,656,395007,3,1714451,54,2014,6,USD,30,1,2016
657,657,395008,1,1401419,61,128,2,USD,30,1,2016
658,658,395009,1,731556,29,1156,2,EUR,30,1,2016
659,659,395010,1,1549964,55,1076,5,USD,30,1,2016
660,660,395011,1,1114319,36,1587,1,GBP,30,1,2016
661,661,395011,2,1114319,36,142,2,GBP,30,1,2016
662,662,395011,3,1114319,36,1933,3,GBP,30,1,2016
663,663,395012,1,1418448,65,1784,7,USD,30,1,2016
664,664,395012,2,1418448,65,1313,3,USD,30,1,2016
665,665,395014,1,1178352,42,1605,10,GBP,30,1,2016
666,666,397000,1,1677739,55,1649,9,USD,1,2,2016
667,667,397001,1,1140654,37,1458,6,GBP,1,2,2016
668,668,397001,2,1140654,37,390,1,GBP,1,2,2016
669,669,397002,1,1348253,0,1607,2,USD,1,2,2016
670,670,397002,2,1348253,0,97,2,USD,1,2,2016
671,671,397002,3,1348253,0,2012,2,USD,1,2,2016
672,672,397003,1,760816,29,955,1,EUR,1,2,2016
673,673,397003,2,760816,29,1614,1,EUR,1,2,2016
674,674,397003,3,760816,29,1109,4,EUR,1,2,2016
675,675,397004,1,1866421,0,123,2,USD,1,2,2016
676,676,397004,2,1866421,0,625,1,USD,1,2,2016
677,677,397004,3,1866421,0,1641,4,USD,1,2,2016
678,678,397005,1,1650783,64,1192,10,USD,1,2,2016
679,679,397005,2,1650783,64,2164,4,USD,1,2,2016
680,680,397005,3,1650783,64,1432,3,USD,1,2,2016
681,681,397005,4,1650783,64,1983,4,USD,1,2,2016
682,682,397005,5,1650783,64,1226,2,USD,1,2,2016
683,683,397005,6,1650783,64,1697,3,USD,1,2,2016
684,684,397005,7,1650783,64,1409,5,USD,1,2,2016
685,685,398000,1,1110229,42,1799,1,GBP,2,2,2016
686,686,398001,1,130214,5,1588,7,AUD,2,2,2016
687,687,398001,2,130214,5,1259,8,AUD,2,2,2016
688,688,398001,3,130214,5,1194,1,AUD,2,2,2016
689,689,398001,4,130214,5,374,6,AUD,2,2,2016
690,690,398002,1,1822089,44,160,4,USD,2,2,2016
691,691,398002,2,1822089,44,1612,2,USD,2,2,2016
692,692,398003,1,1355155,51,31,1,USD,2,2,2016
693,693,398003,3,1355155,51,439,1,USD,2,2,2016
694,694,398003,4,1355155,51,1026,3,USD,2,2,2016
695,695,398004,1,1001493,36,70,2,GBP,2,2,2016
696,696,398004,2,1001493,36,2060,3,GBP,2,2,2016
697,697,398004,3,1001493,36,1736,9,GBP,2,2,2016
698,698,398004,4,1001493,36,84,1,GBP,2,2,2016
699,699,398005,1,1761462,63,1642,5,USD,2,2,2016
700,700,398005,2,1761462,63,424,3,USD,2,2,2016
701,701,398005,3,1761462,63,1672,1,USD,2,2,2016
702,702,398005,4,1761462,63,445,8,USD,2,2,2016
703,703,398006,1,857287,34,1274,1,EUR,2,2,2016
704,704,398006,2,857287,34,1348,4,EUR,2,2,2016
705,705,398006,3,857287,34,1556,3,EUR,2,2,2016
706,706,398006,4,857287,34,1525,2,EUR,2,2,2016
707,707,398006,5,857287,34,326,1,EUR,2,2,2016
708,708,398006,6,857287,34,1056,1,EUR,2,2,2016
709,709,398006,7,857287,34,702,3,EUR,2,2,2016
710,710,398007,1,1042883,42,445,5,GBP,2,2,2016
711,711,398007,2,1042883,42,1804,3,GBP,2,2,2016
712,712,399000,1,1887449,64,1633,5,USD,3,2,2016
713,713,399001,1,687377,12,1781,10,EUR,3,2,2016
714,714,399002,1,1476450,51,2054,2,USD,3,2,2016
715,715,399003,1,1232687,59,1631,5,USD,3,2,2016
716,716,399003,2,1232687,59,93,2,USD,3,2,2016
717,717,399003,3,1232687,59,1589,2,USD,3,2,2016
718,718,399003,4,1232687,59,1802,4,USD,3,2,2016
719,719,399003,5,1232687,59,1576,2,USD,3,2,2016
720,720,399003,6,1232687,59,103,2,USD,3,2,2016
721,721,399004,1,822698,0,1058,3,EUR,3,2,2016
722,722,399006,1,1363203,65,361,7,USD,3,2,2016
723,723,399007,1,1191228,38,1576,1,GBP,3,2,2016
724,724,399007,2,1191228,38,1543,1,GBP,3,2,2016
725,725,399009,1,784001,28,735,5,EUR,3,2,2016
726,726,399009,2,784001,28,73,6,EUR,3,2,2016
727,727,399010,1,906625,36,1516,1,GBP,3,2,2016
728,728,399010,2,906625,36,2147,1,GBP,3,2,2016
729,729,399010,3,906625,36,1624,1,GBP,3,2,2016
730,730,399010,4,906625,36,1627,4,GBP,3,2,2016
731,731,399010,5,906625,36,1142,1,GBP,3,2,2016
732,732,399010,6,906625,36,1424,6,GBP,3,2,2016
733,733,400000,1,1883755,61,138,2,USD,4,2,2016
734,734,400000,2,1883755,61,71,4,USD,4,2,2016
735,735,400001,1,264640,8,2037,1,CAD,4,2,2016
736,736,400001,2,264640,8,1199,3,CAD,4,2,2016
737,737,400002,1,363872,9,54,1,CAD,4,2,2016
738,738,400002,2,363872,9,2019,1,CAD,4,2,2016
739,739,400002,3,363872,9,1293,4,CAD,4,2,2016
740,740,400002,4,363872,9,419,8,CAD,4,2,2016
741,741,400003,1,446883,27,164,8,EUR,4,2,2016
742,742,400003,2,446883,27,1638,1,EUR,4,2,2016
743,743,400003,3,446883,27,1331,7,EUR,4,2,2016
744,744,400004,1,106880,5,1426,10,AUD,4,2,2016
745,745,400004,2,106880,5,1619,7,AUD,4,2,2016
746,746,400004,3,106880,5,180,1,AUD,4,2,2016
747,747,400004,4,106880,5,1837,1,AUD,4,2,2016
748,748,400005,1,2065817,65,1913,9,USD,4,2,2016
749,749,400006,1,1996959,0,1284,3,USD,4,2,2016
750,750,400007,1,1987941,63,152,5,USD,4,2,2016
751,751,400007,2,1987941,63,1420,2,USD,4,2,2016
752,752,400007,3,1987941,63,181,3,USD,4,2,2016
753,753,400009,1,1310047,45,1746,2,USD,4,2,2016
754,754,400010,1,606808,0,1746,8,EUR,4,2,2016
755,755,400010,2,606808,0,1664,3,EUR,4,2,2016
756,756,400010,3,606808,0,965,3,EUR,4,2,2016
757,757,400011,1,1122248,37,458,2,GBP,4,2,2016
758,758,401002,1,1787415,48,1583,2,USD,5,2,2016
759,759,401002,2,1787415,48,1409,3,USD,5,2,2016
760,760,401002,3,1787415,48,303,1,USD,5,2,2016
761,761,401002,4,1787415,48,156,4,USD,5,2,2016
762,762,401003,1,376977,8,34,2,CAD,5,2,2016
763,763,401004,1,1565847,47,667,6,USD,5,2,2016
764,764,401005,1,953489,41,2044,7,GBP,5,2,2016
765,765,401005,2,953489,41,501,2,GBP,5,2,2016
766,766,401005,3,953489,41,400,5,GBP,5,2,2016
767,767,401005,4,953489,41,58,1,GBP,5,2,2016
768,768,401005,5,953489,41,1612,6,GBP,5,2,2016
769,769,401005,6,953489,41,1591,3,GBP,5,2,2016
770,770,401007,1,1774119,47,1494,3,USD,5,2,2016
771,771,402000,1,1086200,37,1466,1,GBP,6,2,2016
772,772,402000,2,1086200,37,1315,3,GBP,6,2,2016
773,773,402001,1,732289,28,83,2,EUR,6,2,2016
774,774,402001,2,732289,28,1647,1,EUR,6,2,2016
775,775,402001,3,732289,28,112,2,EUR,6,2,2016
776,776,402001,4,732289,28,1495,5,EUR,6,2,2016
777,777,402002,1,1673191,47,1602,7,USD,6,2,2016
778,778,402004,1,1906975,54,1134,5,USD,6,2,2016
779,779,402005,1,941746,39,2301,7,GBP,6,2,2016
780,780,402005,2,941746,39,153,2,GBP,6,2,2016
781,781,402006,1,1763642,64,146,3,USD,6,2,2016
782,782,402006,2,1763642,64,2030,7,USD,6,2,2016
783,783,402007,1,957784,41,1632,5,GBP,6,2,2016
784,784,402007,2,957784,41,1132,2,GBP,6,2,2016
785,785,402007,3,957784,41,1002,3,GBP,6,2,2016
786,786,402008,1,1427596,61,191,3,USD,6,2,2016
787,787,402008,2,1427596,61,2110,8,USD,6,2,2016
788,788,402009,1,783691,30,154,4,EUR,6,2,2016
789,789,402009,2,783691,30,1163,6,EUR,6,2,2016
790,790,402010,1,1653624,0,974,3,USD,6,2,2016
791,791,402011,1,1730479,59,147,4,USD,6,2,2016
792,792,402011,2,1730479,59,53,2,USD,6,2,2016
793,793,402012,1,1392371,51,505,8,USD,6,2,2016
794,794,402012,2,1392371,51,1109,2,USD,6,2,2016
795,795,402012,3,1392371,51,1512,4,USD,6,2,2016
796,796,402012,4,1392371,51,1033,8,USD,6,2,2016
797,797,402013,1,729681,28,135,3,EUR,6,2,2016
798,798,402013,2,729681,28,160,6,EUR,6,2,2016
799,799,402013,3,729681,28,2139,1,EUR,6,2,2016
800,800,402013,4,729681,28,119,1,EUR,6,2,2016
801,801,404000,1,1258466,54,136,3,USD,8,2,2016
802,802,404000,2,1258466,54,1258,5,USD,8,2,2016
803,803,404000,3,1258466,54,1595,1,USD,8,2,2016
804,804,404000,4,1258466,54,2109,2,USD,8,2,2016
805,805,404001,1,495894,22,2153,2,EUR,8,2,2016
806,806,404001,2,495894,22,1635,1,EUR,8,2,2016
807,807,404002,1,1324963,57,1612,3,USD,8,2,2016
808,808,404002,2,1324963,57,166,1,USD,8,2,2016
809,809,404002,3,1324963,57,1545,2,USD,8,2,2016
810,810,404002,4,1324963,57,471,3,USD,8,2,2016
811,811,404004,1,368115,10,2502,1,CAD,8,2,2016
812,812,404004,2,368115,10,1272,5,CAD,8,2,2016
813,813,404004,3,368115,10,404,1,CAD,8,2,2016
814,814,404005,1,295597,0,491,1,CAD,8,2,2016
815,815,404005,2,295597,0,1456,5,CAD,8,2,2016
816,816,405000,1,1548406,47,1683,2,USD,9,2,2016
817,817,405001,1,1437592,50,375,8,USD,9,2,2016
818,818,405001,2,1437592,50,768,2,USD,9,2,2016
819,819,405001,3,1437592,50,1640,1,USD,9,2,2016
820,820,405002,1,474309,27,429,4,EUR,9,2,2016
821,821,405002,2,474309,27,2105,4,EUR,9,2,2016
822,822,405002,3,474309,27,1620,2,EUR,9,2,2016
823,823,405002,4,474309,27,126,2,EUR,9,2,2016
824,824,405002,5,474309,27,337,7,EUR,9,2,2016
825,825,405002,6,474309,27,2367,2,EUR,9,2,2016
826,826,405002,7,474309,27,1639,1,EUR,9,2,2016
827,827,405003,1,582819,24,1648,3,EUR,9,2,2016
828,828,405003,2,582819,24,1302,1,EUR,9,2,2016
829,829,405005,1,39894,0,1608,8,AUD,9,2,2016
830,830,405006,1,622011,17,1618,1,EUR,9,2,2016
831,831,405006,2,622011,17,1603,1,EUR,9,2,2016
832,832,405006,3,622011,17,1599,8,EUR,9,2,2016
833,833,405007,1,1906549,57,1413,2,USD,9,2,2016
834,834,406000,1,1533894,50,1134,2,USD,10,2,2016
835,835,406001,1,1610147,0,1684,5,USD,10,2,2016
836,836,406001,2,1610147,0,100,2,USD,10,2,2016
837,837,406001,3,1610147,0,1500,3,USD,10,2,2016
838,838,406001,4,1610147,0,430,3,USD,10,2,2016
839,839,406001,5,1610147,0,2099,1,USD,10,2,2016
840,840,406001,6,1610147,0,450,1,USD,10,2,2016
841,841,406001,7,1610147,0,452,2,USD,10,2,2016
842,842,406002,1,1954639,47,1791,1,USD,10,2,2016
843,843,406002,2,1954639,47,64,7,USD,10,2,2016
844,844,406002,3,1954639,47,1191,1,USD,10,2,2016
845,845,406003,1,1310201,65,432,10,USD,10,2,2016
846,846,406003,2,1310201,65,100,3,USD,10,2,2016
847,847,406004,1,1389462,43,725,1,USD,10,2,2016
848,848,406005,1,1883820,61,2495,7,USD,10,2,2016
849,849,406005,2,1883820,61,90,3,USD,10,2,2016
850,850,406006,1,761306,29,593,2,EUR,10,2,2016
851,851,406006,2,761306,29,62,3,EUR,10,2,2016
852,852,406006,3,761306,29,1584,1,EUR,10,2,2016
853,853,406006,4,761306,29,979,7,EUR,10,2,2016
854,854,406006,5,761306,29,135,1,EUR,10,2,2016
855,855,406006,6,761306,29,1703,2,EUR,10,2,2016
856,856,406007,1,1451764,0,1602,2,USD,10,2,2016
857,857,406008,1,1827243,66,430,1,USD,10,2,2016
858,858,406008,2,1827243,66,435,9,USD,10,2,2016
859,859,406008,3,1827243,66,152,4,USD,10,2,2016
860,860,406008,4,1827243,66,2421,5,USD,10,2,2016
861,861,406008,5,1827243,66,1703,3,USD,10,2,2016
862,862,406008,6,1827243,66,72,4,USD,10,2,2016
863,863,406008,7,1827243,66,305,4,USD,10,2,2016
864,864,406009,1,332217,8,537,3,CAD,10,2,2016
865,865,406010,1,490481,20,1605,3,EUR,10,2,2016
866,866,406010,2,490481,20,1593,3,EUR,10,2,2016
867,867,406010,3,490481,20,2436,2,EUR,10,2,2016
868,868,406010,4,490481,20,2168,1,EUR,10,2,2016
869,869,407000,1,526411,19,1369,3,EUR,11,2,2016
870,870,407000,2,526411,19,150,3,EUR,11,2,2016
871,871,407001,1,993480,37,1008,3,GBP,11,2,2016
872,872,407001,2,993480,37,1606,1,GBP,11,2,2016
873,873,407001,3,993480,37,1446,7,GBP,11,2,2016
874,874,407002,1,1342915,0,1092,8,USD,11,2,2016
875,875,407003,1,960606,38,1743,1,GBP,11,2,2016
876,876,407003,2,960606,38,2033,1,GBP,11,2,2016
877,877,407003,3,960606,38,114,1,GBP,11,2,2016
878,878,407004,1,307767,10,1674,2,CAD,11,2,2016
879,879,407004,2,307767,10,1361,5,CAD,11,2,2016
880,880,407004,3,307767,10,1667,1,CAD,11,2,2016
881,881,407005,1,2043928,59,597,2,USD,11,2,2016
882,882,407005,2,2043928,59,2501,2,USD,11,2,2016
883,883,407005,3,2043928,59,523,1,USD,11,2,2016
884,884,407005,4,2043928,59,327,3,USD,11,2,2016
885,885,407005,5,2043928,59,81,6,USD,11,2,2016
886,886,407006,1,516663,27,1018,4,EUR,11,2,2016
887,887,407006,2,516663,27,957,1,EUR,11,2,2016
888,888,407007,1,224111,10,151,1,CAD,11,2,2016
889,889,407007,2,224111,10,1845,3,CAD,11,2,2016
890,890,407007,3,224111,10,1675,1,CAD,11,2,2016
891,891,407007,4,224111,10,1578,1,CAD,11,2,2016
892,892,407009,1,367131,9,1863,6,CAD,11,2,2016
893,893,407009,2,367131,9,385,1,CAD,11,2,2016
894,894,407010,1,1380756,0,1580,1,USD,11,2,2016
895,895,407010,2,1380756,0,2083,6,USD,11,2,2016
896,896,407010,3,1380756,0,1693,2,USD,11,2,2016
897,897,407011,1,1983649,50,596,1,USD,11,2,2016
898,898,407011,2,1983649,50,446,2,USD,11,2,2016
899,899,407011,3,1983649,50,146,1,USD,11,2,2016
900,900,407011,4,1983649,50,774,2,USD,11,2,2016
901,901,408001,1,322186,9,1252,5,CAD,12,2,2016
902,902,408001,2,322186,9,1703,4,CAD,12,2,2016
903,903,408001,3,322186,9,1093,6,CAD,12,2,2016
904,904,408001,4,322186,9,1655,5,CAD,12,2,2016
905,905,408002,1,1297155,43,1279,3,USD,12,2,2016
906,906,408003,1,1716565,61,1584,7,USD,12,2,2016
907,907,408003,2,1716565,61,95,1,USD,12,2,2016
908,908,408003,3,1716565,61,1063,10,USD,12,2,2016
909,909,408003,4,1716565,61,1905,3,USD,12,2,2016
910,910,408004,1,784296,29,1679,2,EUR,12,2,2016
911,911,408005,1,1788888,57,449,6,USD,12,2,2016
912,912,408005,2,1788888,57,1843,1,USD,12,2,2016
913,913,408005,3,1788888,57,1699,1,USD,12,2,2016
914,914,408005,4,1788888,57,2057,1,USD,12,2,2016
915,915,408005,5,1788888,57,1648,1,USD,12,2,2016
916,916,408006,1,1551319,61,157,3,USD,12,2,2016
917,917,408006,2,1551319,61,2496,4,USD,12,2,2016
918,918,408006,3,1551319,61,1826,1,USD,12,2,2016
919,919,408006,4,1551319,61,1929,3,USD,12,2,2016
920,920,408007,1,656387,14,654,2,EUR,12,2,2016
921,921,408008,1,326510,10,1707,4,CAD,12,2,2016
922,922,408010,1,1908175,47,115,2,USD,12,2,2016
923,923,409000,1,1747015,64,125,2,USD,13,2,2016
924,924,409000,2,1747015,64,1789,7,USD,13,2,2016
925,925,409000,3,1747015,64,120,7,USD,13,2,2016
926,926,409000,4,1747015,64,1788,1,USD,13,2,2016
927,927,409001,1,1856221,0,2094,2,USD,13,2,2016
928,928,409001,2,1856221,0,161,7,USD,13,2,2016
929,929,409001,3,1856221,0,1598,3,USD,13,2,2016
930,930,409001,4,1856221,0,2109,3,USD,13,2,2016
931,931,409002,1,1959938,66,560,7,USD,13,2,2016
932,932,409003,1,919575,38,1315,1,GBP,13,2,2016
933,933,409003,2,919575,38,2508,7,GBP,13,2,2016
934,934,409003,3,919575,38,107,7,GBP,13,2,2016
